time,height
1920.000000,nan
1930.000000,nan
1940.000000,nan
1950.000000,nan
1960.000000,nan
1970.000000,nan
1980.000000,nan
1990.000000,nan
2000.000000,nan
2010.000000,nan
2020.000000,nan
2030.000000,nan
2040.000000,nan
2050.000000,nan
2060.000000,nan
2070.000000,nan
2080.000000,nan
2090.000000,nan
2100.000000,nan
2110.000000,nan
2120.000000,nan
2130.000000,nan
2140.000000,nan
2150.000000,nan
2160.000000,nan
2170.000000,nan
2180.000000,nan
2190.000000,nan
2200.000000,nan
2210.000000,nan
2220.000000,nan
2230.000000,nan
2240.000000,nan
2250.000000,nan
2260.000000,nan
2270.000000,nan
2280.000000,nan
2290.000000,nan
2300.000000,nan
2310.000000,nan
2320.000000,nan
2330.000000,nan
2340.000000,nan
2350.000000,nan
2360.000000,nan
2370.000000,nan
2380.000000,nan
2390.000000,nan
2400.000000,nan
2410.000000,nan
2420.000000,nan
2430.000000,nan
2440.000000,nan
2450.000000,nan
2460.000000,nan
2470.000000,nan
2480.000000,nan
2490.000000,nan
2500.000000,nan
2510.000000,nan
2520.000000,nan
2530.000000,nan
2540.000000,nan
2550.000000,nan
2560.000000,nan
2570.000000,nan
2580.000000,nan
2590.000000,nan
2600.000000,nan
2610.000000,nan
2620.000000,nan
2630.000000,nan
2640.000000,nan
2650.000000,nan
2660.000000,nan
2670.000000,nan
2680.000000,nan
2690.000000,nan
2700.000000,nan
2710.000000,nan
2720.000000,nan
2730.000000,nan
2740.000000,nan
2750.000000,nan
2760.000000,nan
2770.000000,nan
2780.000000,nan
2790.000000,nan
2800.000000,nan
2810.000000,nan
2820.000000,nan
2830.000000,nan
2840.000000,nan
2850.000000,nan
2860.000000,nan
2870.000000,nan
2880.000000,nan
2890.000000,nan
2900.000000,nan
2910.000000,nan
2920.000000,nan
2930.000000,nan
2940.000000,nan
2950.000000,nan
2960.000000,nan
2970.000000,nan
2980.000000,nan
2990.000000,nan
3000.000000,nan
